id2,id,accessPointType,pickupEnabled,lastChange,name,capacityStatus,latitude,longitude,box_type,city_abbr,street,note,slouceny,address,latlong
1023,4336770,ParcelBox,True,"2025-05-04T13:32:55,040",PBOX SEV Sídl. Svákov (Kik),Free,49.263735805,14.711405611,PBOX,SEV,Sídl. Svákov,Kik,"""49.263735805,14.711405611"",","Obchodní 878, 392 01 Soběslav, Czechia","49.263735805,14.711405611"
1849,4579912,ParcelBox,True,"2025-05-03T15:55:15,320",PBOX SEV Tyršova (COOP),Free,49.261301111,14.723226388,PBOX,SEV,Tyršova,COOP,"""49.261301111,14.723226388"",","Tyršova 483/7, 392 01 Soběslav, Czechia","49.261301111,14.723226388"
645,4560570,ParcelBox,True,"2025-04-26T14:55:06,197",PBOX SHC U Parkoviště (Obec),Free,49.926881888,18.270651111,PBOX,SHC,U Parkoviště,Obec,"""49.926881888,18.270651111"",","U Parkoviště 455, 747 15 Šilheřovice, Czechia","49.926881888,18.270651111"
498,4552531,ParcelBox,True,"2025-05-01T11:15:20,603",PBOX SHE Hrad. na Písku (Obec),Free,50.082065,15.782200305,PBOX,SHE,Hrad. na Písku,Obec,"""50.082065,15.782200305"",","Hradiště na Písku 23, 533 52 Staré Hradiště-Staré Hradiště u Pardubic, Czechia","50.082065,15.782200305"
1815,4576330,ParcelBox,True,"2025-05-04T16:35:20,360",PBOX SHS Stehelčeves (Billa),Free,50.168083888,14.200512194,PBOX,SHS,Stehelčeves,Billa,"""50.168083888,14.200512194"",","Hlavní 331, 273 42 Stehelčeves, Czechia","50.168083888,14.200512194"
97,4482527,ParcelBox,True,"2025-05-04T11:34:07,523",PBOX SIN Hrádecká (Tesco),Free,49.079813194,17.88719525,PBOX,SIN,Hrádecká,Tesco,"""49.079813194,17.88719525"",","Hrádecká 253/253, 763 21 Slavičín, Czechia","49.079813194,17.88719525"
1616,4568008,ParcelBox,True,"2025-04-26T04:38:26,307",PBOX SIN Nádražní (Automyčk),Free,49.075053611,17.900776888,PBOX,SIN,Nádražní,Automyčk,"""49.075053611,17.900776888"",","Nádražní 87, Hrádek na Vlárské dráze, 763 21 Slavičín, Czechia","49.075053611,17.900776888"
557,4556321,ParcelBox,True,"2025-05-03T10:14:50,633",PBOX SIN nám.Mezi Šenky (MasoELVA),Free,49.089426888,17.872888305,PBOX,SIN,nám.Mezi Šenky,MasoELVA,"""49.089426888,17.872888305"",","nám. Mezi Šenky 166, 763 21 Slavičín, Czechia","49.089426888,17.872888305"
601,4558673,ParcelBox,True,"2025-05-02T14:15:14,390",PBOX SIZ nádraží (COOP),Free,48.774436694,14.467310611,PBOX,SIZ,nádraží,COOP,"""48.774436694,14.467310611"",","Kaplice-nádraží 28, 382 42 Střítež-Kaplice 2, Czechia","48.774436694,14.467310611"
461,4548478,ParcelBox,True,"2025-05-04T12:34:49,723",PBOX SKC Obchvatová (Tesco),Free,49.849603111,15.990638611,PBOX,SKC,Obchvatová,Tesco,"""49.849603111,15.990638611"",","Obchvatová 995, 539 73 Skuteč, Czechia","49.849603111,15.990638611"
907,4308035,ParcelBox,True,"2025-05-04T16:12:50,497",PBOX SKC Smetanova (COOP),Free,49.846671111,15.9953425,PBOX,SKC,Smetanova,COOP,"""49.846671111,15.9953425"",","Skuteč, Smetanova, 539 73 Skuteč, Czechia","49.846671111,15.9953425"
1602,4567990,ParcelBox,True,"2025-05-03T10:35:10,467",PBOX SKN U Sokolovny (boxy),Free,50.010409694,15.295036388,PBOX,SKN,U Sokolovny,boxy,"""50.010409694,15.295036388"",","Starý Kolín,žel.zast., 281 23 Starý Kolín, Czechia","50.010409694,15.295036388"
127,4488078,ParcelBox,True,"2025-05-04T14:54:07,817",PBOX SKV Sladovnická (Tesco),Free,51.005123916,14.454196472,PBOX,SKV,Sladovnická,Tesco,"""51.005123916,14.454196472"",","Zámecká 1100, 407 77 Šluknov, Czechia","51.005123916,14.454196472"
1242,4435934,ParcelBox,True,"2025-05-02T22:33:31,653",PBOX SKV SVOJSÍKOVA (CENTRUM),Free,51.002543888,14.452679388,PBOX,SKV,SVOJSÍKOVA,CENTRUM,"""51.002543888,14.452679388"",","Svojsíkova 339, 407 77 Šluknov, Czechia","51.002543888,14.452679388"
139,4491785,ParcelBox,True,"2025-05-04T14:14:10,437",PBOX SKV Třebohostice (Městys),Free,50.039397805,14.720108611,PBOX,SKV,Třebohostice,Městys,"""50.039397805,14.720108611"",","Třebohostice 41, 250 83 Škvorec, Czechia","50.039397805,14.720108611"
3425,4576833,ParcelBox,True,"2025-05-03T19:55:08,187",PBOX SKY Školská (BALA),Free,50.13202,14.234213611,PBOX,SKY,Školská,BALA,"""50.13202,14.234213611"",","Lidická 72, 252 68 Středokluky, Czechia","50.13202,14.234213611"
745,4275043,ParcelBox,True,"2025-05-04T17:12:30,960",PBOX SLA Švehlova (Nolatino),Free,49.159975805,16.7246475,PBOX,SLA,Švehlova,Nolatino,"""49.159975805,16.7246475"",","Švehlova 1503/85, 664 51 Šlapanice-Šlapanice u Brna, Czechia","49.159975805,16.7246475"
744,4275036,ParcelBox,True,"2025-05-04T11:32:33,043",PBOX SLA Wilsonova (Atlas),Free,50.2280375,14.077919694,PBOX,SLA,Wilsonova,Atlas,"""50.2280375,14.077919694"",","Wilsonova 781, 274 01 Slaný-Slaný 1, Czechia","50.2280375,14.077919694"
1435,4561015,ParcelBox,True,"2025-05-04T11:34:47,610",PBOX SLC Hlavní (Tesco),Free,49.920818305,14.578679694,PBOX,SLC,Hlavní,Tesco,"""49.920818305,14.578679694"",","Hlavní 345, 251 68 Sulice-Kamenice, Czechia","49.920818305,14.578679694"
545,4555946,ParcelBox,True,"2025-05-04T14:34:48,017",PBOX SLT Slatinice (Obec),Free,49.562857194,17.104065,PBOX,SLT,Slatinice,Obec,"""49.562857194,17.104065"",","Slatinice 417, 783 42 Slatinice, Czechia","49.562857194,17.104065"
1654,4568634,ParcelBox,True,"2025-05-04T15:55:05,840",PBOX SLV Pod Kuželnou (OD Tempo),Free,49.921656111,17.837081694,PBOX,SLV,Pod Kuželnou,OD Tempo,"""49.921656111,17.837081694"",","Pod Kuželnou 80, 747 57 Slavkov-Slavkov u Opavy, Czechia","49.921656111,17.837081694"
1821,4576837,ParcelBox,True,"2025-05-04T12:15:15,007",PBOX SLY Pražská (Fin. Úř),Free,50.229061388,14.0927,PBOX,SLY,Pražská,Fin. Úř,"""50.229061388,14.0927"",","Pražská 763, 274 01 Slaný-Slaný 1, Czechia","50.229061388,14.0927"
936,4323895,ParcelBox,True,"2025-05-04T10:52:51,203",PBOX SME Masarykova (Potravin),Free,50.066477805,15.852907805,PBOX,SME,Masarykova,Potravin,"""50.066477805,15.852907805"",","Masarykova 134, 533 04 Sezemice, Czechia","50.066477805,15.852907805"
1486,4563854,ParcelBox,True,"2025-05-04T14:54:49,733",PBOX SMR Smržice (hasiči),Free,49.504408611,17.101806111,PBOX,SMR,Smržice,hasiči,"""49.504408611,17.101806111"",","Zákostelí 541, 798 17 Smržice, Czechia","49.504408611,17.101806111"
643,4560207,ParcelBox,True,"2025-05-03T16:14:54,630",PBOX SMU Dr. E. Beneše (COOP),Free,49.379926388,14.692763111,PBOX,SMU,Dr. E. Beneše,COOP,"""49.379926388,14.692763111"",","Dr. E. Beneše 1145, 391 01 Sezimovo Ústí-Sezimovo Ústí 1, Czechia","49.379926388,14.692763111"
560,4556326,ParcelBox,True,"2025-05-03T17:34:41,470",PBOX SMU nám.Tomáše Bati (Hochtief),Free,49.377124194,14.700494388,PBOX,SMU,nám.Tomáše Bati,Hochtief,"""49.377124194,14.700494388"",","2 Sezimovo Ústí 2 CZ, nám. Tomáše Bati 424, 391 02 Sezimovo Ústí-Sezimovo Ústí 2, Czechia","49.377124194,14.700494388"
2524,4327805,ParcelBox,True,"2025-05-04T09:52:48,870",PBOX SMY Bavlnářská (SBD),Free,50.607171694,15.328404194,PBOX,SMY,Bavlnářská,SBD,"""50.607171694,15.328404194"",","Bavlnářská 360, 513 01 Semily, Czechia","50.607171694,15.328404194"
87,4476194,ParcelBox,True,"2025-05-04T13:34:03,320",PBOX SMY Bořkovská (Tesco),Free,50.598746194,15.327224194,PBOX,SMY,Bořkovská,Tesco,"""50.598746194,15.327224194"",","Bořkovská 573, 513 01 Semily, Czechia","50.598746194,15.327224194"
578,4556348,ParcelBox,True,"2025-05-04T10:34:48,983",PBOX SMY Na Mýtě (HASECZ),Free,50.602187194,15.330776888,PBOX,SMY,Na Mýtě,HASECZ,"""50.602187194,15.330776888"",","Na Mýtě 182/182, 513 01 Semily, Czechia","50.602187194,15.330776888"
628,4560178,ParcelBox,True,"2025-05-02T16:55:05,547",PBOX SNE Studnice (Obec),Free,50.422731888,16.091597805,PBOX,SNE,Studnice,Obec,"""50.422731888,16.091597805"",","Studnice 131, 549 48 Studnice, Czechia","50.422731888,16.091597805"
165,4493837,ParcelBox,True,"2025-05-04T16:34:23,077",PBOX SNJ Dukelská (Tesco),Free,49.601501277,18.006357972,PBOX,SNJ,Dukelská,Tesco,"""49.601501277,18.006357972"",","Dukelská 672, 742 42 Šenov u Nového Jičína, Czechia","49.601501277,18.006357972"
1915,4586827,ParcelBox,True,"2025-05-04T17:15:20,867",PBOX SNK Lhotská (AVANT),Free,49.717516888,17.285835305,PBOX,SNK,Lhotská,AVANT,"""49.717516888,17.285835305"",","Lhotská 2464/19A, 785 01 Šternberk-Šternberk 1, Czechia","49.717516888,17.285835305"
927,4311175,ParcelBox,True,"2025-05-04T14:12:47,563",PBOX SNK Nádražní (Breno),Free,49.724149694,17.292028305,PBOX,SNK,Nádražní,Breno,"""49.724149694,17.292028305"",","Nádražní 44426, 785 01 Šternberk-Šternberk 1, Czechia","49.724149694,17.292028305"
36,4455316,ParcelBox,True,"2025-05-04T13:13:59,927",PBOX SNK Obchodní (Tesco),Free,49.720277694,17.29,PBOX,SNK,Obchodní,Tesco,"""49.720277694,17.29"",","Obchodní 2554/1, Šternberk 1, 785 01 Šternberk, Czechia","49.720277694,17.29"
1807,4575907,ParcelBox,True,"2025-05-02T15:15:37,143",PBOX SNK Průmyslová (Retail),Free,49.711809388,17.292490305,PBOX,SNK,Průmyslová,Retail,"""49.711809388,17.292490305"",","Olomoucká 785 01, 785 01 Šternberk-Šternberk 1, Czechia","49.711809388,17.292490305"
256,4506916,ParcelBox,True,"2025-05-04T13:54:19,760",PBOX SNK Uničovská (Hruška),Free,49.726944388,17.286254388,PBOX,SNK,Uničovská,Hruška,"""49.726944388,17.286254388"",","Uničovská 2148/98, 785 01 Šternberk-Šternberk 1, Czechia","49.726944388,17.286254388"
1257,4440153,ParcelBox,True,"2025-05-03T08:53:26,437",PBOX SNN Kateřinská (Keramika),Free,50.789686388,15.037011388,PBOX,SNN,Kateřinská,Keramika,"""50.789686388,15.037011388"",","Kateřinská 572, 463 03 Stráž nad Nisou, Czechia","50.789686388,15.037011388"
253,4506909,ParcelBox,True,"2025-05-04T15:54:27,210",PBOX SNO Zámecká (HRUŠK381),Free,49.726229194,18.193082805,PBOX,SNO,Zámecká,HRUŠK381,"""49.726229194,18.193082805"",","Zámecká 764, 739 23 Stará Ves nad Ondřejnicí, Czechia","49.726229194,18.193082805"
360,4541536,ParcelBox,True,"2025-05-02T15:35:09,937",PBOX SNS Komenského (Jochovo),Free,49.675023888,15.404487194,PBOX,SNS,Komenského,Jochovo,"""49.675023888,15.404487194"",","Komenského 1121, 582 91 Světlá nad Sázavou, Czechia","49.675023888,15.404487194"
493,4552524,ParcelBox,True,"2025-05-03T16:34:47,617",PBOX SNS Lánecká (Lucie),Free,49.672109694,15.397056388,PBOX,SNS,Lánecká,Lucie,"""49.672109694,15.397056388"",","Lánecká 597, 582 91 Světlá nad Sázavou, Czechia","49.672109694,15.397056388"
1123,4384776,ParcelBox,True,"2025-05-04T15:33:08,360",PBOX SNS Na Bradle (COOP HB),Free,49.669307805,15.398413888,PBOX,SNS,Na Bradle,COOP HB,"""49.669307805,15.398413888"",","Na Bradle 994/994, 582 91 Světlá nad Sázavou, Czechia","49.669307805,15.398413888"
305,4537586,ParcelBox,True,"2025-05-04T15:14:27,097",PBOX SNV Stonařov (Lapek),Free,49.281484194,15.585695805,PBOX,SNV,Stonařov,Lapek,"""49.281484194,15.585695805"",","Stonařov 332, 588 33 Stonařov, Czechia","49.281484194,15.585695805"
1474,4561248,ParcelBox,True,"2025-05-03T20:55:03,180",PBOX SON Sobotín (Obec),Free,50.019417194,17.078871388,PBOX,SON,Sobotín,Obec,"""50.019417194,17.078871388"",","Sobotín 248, 788 16 Sobotín, Czechia","50.019417194,17.078871388"
292,4535870,ParcelBox,True,"2025-04-26T04:37:31,760",PBOX SOV Alšova (OC),Free,50.174432194,12.672380305,PBOX,SOV,Alšova,OC,"""50.174432194,12.672380305"",","Alšova 1747, 356 01 Sokolov-Sokolov 1, Czechia","50.174432194,12.672380305"
1155,4392906,ParcelBox,True,"2025-05-04T17:33:08,280",PBOX SOV B. Němcové (KB),Free,50.176790611,12.647315,PBOX,SOV,B. Němcové,KB,"""50.176790611,12.647315"",","B. Němcové 2229, 356 01 Sokolov-Sokolov 1, Czechia","50.176790611,12.647315"
1572,4567344,ParcelBox,True,"2025-05-02T16:55:15,257",PBOX SOV Jiráskova (957),Free,50.1802825,12.648672194,PBOX,SOV,Jiráskova,957,"""50.1802825,12.648672194"",","Jiráskova 957, 356 01 Sokolov-Sokolov 1, Czechia","50.1802825,12.648672194"
1045,4340144,ParcelBox,True,"2025-05-04T17:12:57,557",PBOX SOV K.H.Borovského (Elektro),Free,50.176834694,12.670578305,PBOX,SOV,K.H.Borovského,Elektro,"""50.176834694,12.670578305"",","K. H. Borovského 2171, 356 01 Sokolov-Sokolov 1, Czechia","50.176834694,12.670578305"
1574,4567346,ParcelBox,True,"2025-05-04T09:34:54,803",PBOX SOV Kališnická,Free,50.172384388,12.645166111,PBOX,SOV,Kališnická,chybi,"""50.172384388,12.645166111"",","Vítězná 2265, 356 01 Sokolov-Sokolov 1, Czechia","50.172384388,12.645166111"
1841,4579756,ParcelBox,True,"2025-05-02T21:15:33,590",PBOX SOV Malénáměstí2270 (Hammer),Free,50.172445611,12.64668,PBOX,SOV,Malénáměstí2270,Hammer,"""50.172445611,12.64668"",","Malé nám. 2270, 356 01 Sokolov-Sokolov 1, Czechia","50.172445611,12.64668"
657,4561010,ParcelBox,True,"2025-05-04T09:54:42,453",PBOX SOV Marie Majerové (Tesco),Free,50.175367194,12.668269194,PBOX,SOV,Marie Majerové,Tesco,"""50.175367194,12.668269194"",","M. Majerové 2241, 356 01 Sokolov-Sokolov 1, Czechia","50.175367194,12.668269194"
1775,4573914,ParcelBox,True,"2025-05-02T17:55:19,520",PBOX SOY Sobětuchy (Potravin),Free,49.934088305,15.766987194,PBOX,SOY,Sobětuchy,Potravin,"""49.934088305,15.766987194"",","Sobětuchy 56, 537 01 Sobětuchy, Czechia","49.934088305,15.766987194"
1000,4332118,ParcelBox,True,"2025-05-04T16:32:59,307",PBOX SPC Nerudova,Free,49.6965925,13.474836388,PBOX,SPC,Nerudova,chybi,"""49.6965925,13.474836388"",","Nerudova 934, 332 02 Starý Plzenec, Czechia","49.6965925,13.474836388"
1649,4568628,ParcelBox,True,"2025-05-04T17:15:01,137",PBOX SPE Hlavní (OD Tempo),Free,49.958201694,18.036201694,PBOX,SPE,Hlavní,OD Tempo,"""49.958201694,18.036201694"",","Hlavní 227/74, 747 28 Štěpánkovice, Czechia","49.958201694,18.036201694"
1546,4567304,ParcelBox,True,"2025-05-03T16:15:03,197",PBOX SPO Lipová (Obec),Free,50.445207194,13.387830611,PBOX,SPO,Lipová,Obec,"""50.445207194,13.387830611"",","U Koupaliště 494, 431 01 Spořice, Czechia","50.445207194,13.387830611"
834,4300866,ParcelBox,True,"2025-05-04T12:32:51,237",PBOX SPR Revoluční (Minitex),Free,50.701857194,14.803776111,PBOX,SPR,Revoluční,Minitex,"""50.701857194,14.803776111"",","Revoluční 223, 471 27 Stráž pod Ralskem, Czechia","50.701857194,14.803776111"
642,4560205,ParcelBox,True,"2025-04-26T04:38:06,437",PBOX SRA nám. Nár. povst,Free,49.710782194,16.031284388,PBOX,SRA,nám. Nár. povst,chybi,"""49.710782194,16.031284388"",","nám. Nár. povst. 11, 592 02 Svratka, Czechia","49.710782194,16.031284388"
1077,4353321,ParcelBox,True,"2025-05-04T16:13:03,497",PBOX SRO Gagarinova (Coop),Free,49.759013111,13.006617194,PBOX,SRO,Gagarinova,Coop,"""49.759013111,13.006617194"",","Gagarinova 1345, 349 01 Stříbro, Czechia","49.759013111,13.006617194"
242,4506138,ParcelBox,True,"2025-05-03T20:54:31,667",PBOX SRO Třída 5.květn (Billa),Free,49.753622194,12.990609694,PBOX,SRO,Třída 5.květn,Billa,"""49.753622194,12.990609694"",","U Věže 1806, 349 01 Stříbro, Czechia","49.753622194,12.990609694"
426,4545726,ParcelBox,True,"2025-05-02T20:14:48,093",PBOX SSE Hrádecká (TESCO),Free,49.241011111,13.521688611,PBOX,SSE,Hrádecká,TESCO,"""49.241011111,13.521688611"",","Hrádecká 1310, 342 01 Sušice-Sušice 1, Czechia","49.241011111,13.521688611"
2513,4325197,ParcelBox,True,"2025-05-04T16:52:55,677",PBOX SSE Nádražní (U Pepco),Free,49.237373611,13.524475305,PBOX,SSE,Nádražní,U Pepco,"""49.237373611,13.524475305"",","Nádražní 1375, 342 01 Sušice-Sušice 1, Czechia","49.237373611,13.524475305"
606,4558686,ParcelBox,True,"2025-05-02T13:35:09,190",PBOX SSU Štěpánov n.Sv. (COOP),Free,49.505172805,16.340246388,PBOX,SSU,Štěpánov n.Sv.,COOP,"""49.505172805,16.340246388"",","Štěpánov nad Svratkou 13, 592 63 Štěpánov nad Svratkou, Czechia","49.505172805,16.340246388"
873,4304157,ParcelBox,True,"2025-05-03T09:52:47,193",PBOX STB Hlavní (MVD),Free,48.973504694,17.083743305,PBOX,STB,Hlavní,MVD,"""48.973504694,17.083743305"",","Hlavní 1164/206, Mistřín, 696 04 Svatobořice-Mistřín-Svatobořice, Czechia","48.973504694,17.083743305"
1859,4581397,ParcelBox,True,"2025-05-04T11:15:19,027",PBOX STE Cihelná (LIDL),Free,50.455965805,14.370875805,PBOX,STE,Cihelná,LIDL,"""50.455965805,14.370875805"",","Cihelná 698, 411 08 Štětí, Czechia","50.455965805,14.370875805"
1817,4576598,ParcelBox,True,"2025-05-03T18:15:22,430",PBOX STJ Starý Jičín (Parking),Free,49.577198305,17.963003888,PBOX,STJ,Starý Jičín,Parking,"""49.577198305,17.963003888"",","Starý Jičín 96, 742 31 Starý Jičín, Czechia","49.577198305,17.963003888"
1248,4436433,ParcelBox,True,"2025-05-03T12:13:19,307",PBOX STK Mírová (ANTEN),Free,49.263900305,13.895266694,PBOX,STK,Mírová,ANTEN,"""49.263900305,13.895266694"",","Mírová 43/43, 386 01 Strakonice-Strakonice I, Czechia","49.263900305,13.895266694"
1552,4567310,ParcelBox,True,"2025-05-02T12:55:28,853",PBOX STK StaréKřečany (Pošta),Free,50.948433888,14.493928611,PBOX,STK,StaréKřečany,Pošta,"""50.948433888,14.493928611"",","Staré Křečany 555, 407 61 Staré Křečany, Czechia","50.948433888,14.493928611"
846,4301819,ParcelBox,True,"2025-05-02T10:53:41,917",PBOX STK Volyňská (U Terna),Free,49.251458611,13.911603888,PBOX,STK,Volyňská,U Terna,"""49.251458611,13.911603888"",","Tovární 10, 386 01 Strakonice-Strakonice II, Czechia","49.251458611,13.911603888"
1634,4568236,ParcelBox,True,"2025-05-04T16:35:07,567",PBOX STM Hradišťská (OC),Free,49.075393111,17.447063611,PBOX,STM,Hradišťská,OC,"""49.075393111,17.447063611"",","Hradišťská 1955, 686 03 Staré Město-Staré Město u Uherského Hradiště 3, Czechia","49.075393111,17.447063611"
2655,4359037,ParcelBox,True,"2025-05-04T13:13:03,253",PBOX STM Východní (LIDL),Free,49.076985,17.455665305,PBOX,STM,Východní,LIDL,"""49.076985,17.455665305"",","Východn�� 2063, 686 03 Staré Město-Staré Město u Uherského Hradiště 3, Czechia","49.076985,17.455665305"
192,4496072,ParcelBox,True,"2025-05-04T15:14:17,613",PBOX STN Hlavní (Obec),Free,49.912751388,18.009475305,PBOX,STN,Hlavní,Obec,"""49.912751388,18.009475305"",","Hlavní 68, 747 91 Štítina, Czechia","49.912751388,18.009475305"
99,4482530,ParcelBox,True,"2025-05-04T13:54:04,820",PBOX STO Osvobození (Tesco),Free,50.144649222,13.965767416,PBOX,STO,Osvobození,Tesco,"""50.144649222,13.965767416"",","Osvobození 540, 273 03 Stochov, Czechia","50.144649222,13.965767416"
3610,4718456,ParcelBox,True,"2025-05-03T08:35:55,227",PBOX STP Nad rybníkem (FLOP),Free,49.001413611,14.652801111,PBOX,STP,Nad rybníkem,FLOP,"""49.001413611,14.652801111"",","Nad Rybníkem 33, 373 73 Štěpánovice-Štěpánovice u Českých Budějovic, Czechia","49.001413611,14.652801111"
212,4504124,ParcelBox,True,"2025-05-04T17:14:19,963",PBOX STS STRAŠICE (OBEC),Free,49.736164694,13.756116388,PBOX,STS,STRAŠICE,OBEC,"""49.736164694,13.756116388"",","Strašice 40, 338 45 Strašice, Czechia","49.736164694,13.756116388"
1230,4425705,ParcelBox,True,"2025-05-04T13:33:14,560",PBOX SUB Polní (COOP HB),Free,49.150784194,16.881027194,PBOX,SUB,Polní,COOP HB,"""49.150784194,16.881027194"",","Polní 1465, 684 01 Slavkov u Brna, Czechia","49.150784194,16.881027194"
417,4544676,ParcelBox,True,"2025-05-04T15:54:40,223",PBOX SUK Dr. E. Beneše (Albert),Free,49.9646625,16.9748725,PBOX,SUK,Dr. E. Beneše,Albert,"""49.9646625,16.9748725"",","Milana Rastislava Štefánika 318/1, 787 01 Šumperk 1, Czechia","49.9646625,16.9748725"
454,4548317,ParcelBox,True,"2025-05-03T07:14:51,640",PBOX SUK Gen. Krátkého (Stavebni),Free,49.97124,16.9762525,PBOX,SUK,Gen. Krátkého,Stavebni,"""49.97124,16.9762525"",","Gen. Krátkého 3, 787 01 Šumperk-Šumperk 1, Czechia","49.97124,16.9762525"
939,4324124,ParcelBox,True,"2025-05-04T12:12:41,573",PBOX SUK Lidická (Slevněnk),Free,49.9647625,16.9861,PBOX,SUK,Lidická,Slevněnk,"""49.9647625,16.9861"",","Lidická 610/51, 787 01 Šumperk 1, Czechia","49.9647625,16.9861"
316,4538055,ParcelBox,True,"2025-05-03T18:54:26,317",PBOX SUK nám.Republiky (Hruška),Free,49.967985305,16.968800805,PBOX,SUK,nám.Republiky,Hruška,"""49.967985305,16.968800805"",","nám. Republiky 2600/7, 787 01 Šumperk-Šumperk 1, Czechia","49.967985305,16.968800805"
353,4540733,ParcelBox,True,"2025-05-04T15:14:28,820",PBOX SUK Temenická (Hruška),Free,49.974584194,16.957406694,PBOX,SUK,Temenická,Hruška,"""49.974584194,16.957406694"",","Temenická 2779/85, 787 01 Šumperk-Šumperk 1, Czechia","49.974584194,16.957406694"
317,4538056,ParcelBox,True,"2025-05-04T07:34:31,100",PBOX SUK Uničovská (Hruška),Free,49.959093111,16.986668888,PBOX,SUK,Uničovská,Hruška,"""49.959093111,16.986668888"",","Uničovská 1785/32, 787 01 Šumperk-Šumperk 1, Czechia","49.959093111,16.986668888"
1886,4584219,ParcelBox,True,"2025-05-02T18:15:48,860",PBOX SUK Vítězná (TIXE),Free,49.976175305,16.977407194,PBOX,SUK,Vítězná,TIXE,"""49.976175305,16.977407194"",","Šumperk 3188, 787 01 Šumperk, Czechia","49.976175305,16.977407194"
3606,4688368,ParcelBox,True,"2025-05-04T11:35:40,953",PBOX SUK Zábřežská (COOP),Free,49.962601888,16.964738611,PBOX,SUK,Zábřežská,COOP,"""49.962601888,16.964738611"",","Zábřežská 1815/19, 787 01 Šumperk-Šumperk 1, Czechia","49.962601888,16.964738611"
448,4548307,ParcelBox,True,"2025-05-03T16:54:37,233",PBOX SUK Žerotínova (KiNEKUS),Free,49.957627805,16.973525,PBOX,SUK,Žerotínova,KiNEKUS,"""49.957627805,16.973525"",","Žerotínova 2833/46, 787 01 Šumperk-Šumperk 1, Czechia","49.957627805,16.973525"
1473,4561247,ParcelBox,True,"2025-05-03T09:54:53,600",PBOX SUV Sudkov (Obec),Free,49.915286888,16.941650305,PBOX,SUV,Sudkov,Obec,"""49.915286888,16.941650305"",","Sudkov 157, 788 21 Sudkov, Czechia","49.915286888,16.941650305"
810,4299158,ParcelBox,True,"2025-05-04T16:32:46,430",PBOX SVE Dostihová (Santenov),Free,49.254081388,17.800370611,PBOX,SVE,Dostihová,Santenov,"""49.254081388,17.800370611"",","Dostihová 653, 763 15 Slušovice, Czechia","49.254081388,17.800370611"
1440,4561196,ParcelBox,True,"2025-05-03T18:14:57,080",PBOX SVI Plzeňská (parkov),Free,49.673481111,13.395388888,PBOX,SVI,Plzeňská,parkov,"""49.673481111,13.395388888"",","Plzeňská 42, 332 09 Štěnovice, Czechia","49.673481111,13.395388888"
951,4326981,ParcelBox,True,"2025-05-04T15:32:52,770",PBOX SVN Horní Lán (Terno),Free,49.5751675,17.231497805,PBOX,SVN,Horní Lán,Terno,"""49.5751675,17.231497805"",","Horní lán 1196/9, Slavonín, 779 00 Olomouc-Olomouc 9, Czechia","49.5751675,17.231497805"
1235,4430513,ParcelBox,True,"2025-05-02T11:54:24,730",PBOX SVY Nerudova (Loanka),Free,49.755370305,16.466800611,PBOX,SVY,Nerudova,Loanka,"""49.755370305,16.466800611"",","Nerudova 193/2, Město, 568 02 Svitavy-Svitavy 2, Czechia","49.755370305,16.466800611"
133,4490081,ParcelBox,True,"2025-05-04T14:34:14,787",PBOX SVY Riegrova (Qanto),Free,49.759821388,16.460799194,PBOX,SVY,Riegrova,Qanto,"""49.759821388,16.460799194"",","Riegrova 1624, 568 02 Svitavy-Svitavy 2, Czechia","49.759821388,16.460799194"
1128,4388359,ParcelBox,True,"2025-05-04T16:53:13,737",PBOX SVY Richar.Kloudy (COOP HB),Free,49.7555275,16.462691388,PBOX,SVY,Richar.Kloudy,COOP HB,"""49.7555275,16.462691388"",","Richarda Kloudy 1639/6, 568 02 Svitavy-Svitavy 2, Czechia","49.7555275,16.462691388"
177,4494970,ParcelBox,True,"2025-05-02T21:14:33,480",PBOX SVY U Tří mostů (UNIHOBBY),Free,49.753927805,16.483076,PBOX,SVY,U Tří mostů,UNIHOBBY,"""49.753927805,16.483076"",","U Tří mostů 969/9, 568 02 Svitavy-Svitavy 2, Czechia","49.753927805,16.483076"
1872,4583482,ParcelBox,True,"2025-05-04T14:55:13,980",PBOX SYE Syrovice (potr.),Free,49.079776888,16.548878111,PBOX,SYE,Syrovice,potr.,"""49.079776888,16.548878111"",","Syrovice 274, 664 67 Syrovice, Czechia","49.079776888,16.548878111"
1809,4576273,ParcelBox,True,"2025-05-02T13:55:45,533",PBOX SYV Spytihněv (Obchod),Free,49.141020611,17.498390611,PBOX,SYV,Spytihněv,Obchod,"""49.141020611,17.498390611"",","Spytihněv, 763 64 Spytihněv, Czechia","49.141020611,17.498390611"
209,4504046,ParcelBox,True,"2025-05-04T15:54:23,133",PBOX SZA Husova (COMPS),Free,50.738551111,15.2454175,PBOX,SZA,Husova,COMPS,"""50.738551111,15.2454175"",","Husova 539/539, 468 51 Smržovka, Czechia","50.738551111,15.2454175"
906,4307978,ParcelBox,True,"2025-05-04T14:32:50,173",PBOX SZE Skalická (Morea),Free,48.889794388,17.293788111,PBOX,SZE,Skalická,Morea,"""48.889794388,17.293788111"",","Skalická 730, 696 62 Strážnice, Czechia","48.889794388,17.293788111"
